County,State,Thousand Dry Tonnes/Yr
Livingston,Michigan,0.700214714
Luce,Michigan,20.60979582
Mackinac,Michigan,11.33595112
Macomb,Michigan,5.063992477
Manistee,Michigan,0
Mecosta,Michigan,2.706655525
Menominee,Michigan,48.42006158
Missaukee,Michigan,0
Monroe,Michigan,0.307738395
Montmorency,Michigan,15.2009921
Osceola,Michigan,30.50339928
Oscoda,Michigan,56.34170535
St. Joseph,Michigan,6.904112574
Schoolcraft,Michigan,0
Shiawassee,Michigan,0
Tuscola,Michigan,0
Van Buren,Michigan,0.485552817
Washtenaw,Michigan,0
Wayne,Michigan,0
Wexford,Michigan,18.930813
Aitkin,Minnesota,26.25523469
Anoka,Minnesota,0.289258315
Carlton,Minnesota,186.7164115
Clay,Minnesota,0
Clearwater,Minnesota,4.652698028
Cook,Minnesota,30.03012895
Cottonwood,Minnesota,0.050087776
Dodge,Minnesota,0
Douglas,Minnesota,0.243283484
Faribault,Minnesota,0.059294011
Freeborn,Minnesota,0
Grant,Minnesota,0
Houston,Minnesota,9.661475633
Hubbard,Minnesota,167.5602317
Jackson,Minnesota,0
Kanabec,Minnesota,1.249659025
Kandiyohi,Minnesota,0.463128818
Kittson,Minnesota,0
Koochiching,Minnesota,139.2766956
Lac qui Parle,Minnesota,0.025556598
Lake,Minnesota,14.49108662
Lincoln,Minnesota,0.172743669
Lyon,Minnesota,0.028621586
McLeod,Minnesota,0
Mahnomen,Minnesota,0
Martin,Minnesota,0
Mower,Minnesota,0
Murray,Minnesota,0
Nobles,Minnesota,0
Otter Tail,Minnesota,1.299239725
Pennington,Minnesota,0
Pipestone,Minnesota,0
Pope,Minnesota,0
Red Lake,Minnesota,0
Rock,Minnesota,0.10222639
Steele,Minnesota,0.489609419
Stevens,Minnesota,0
Hooker,Nebraska,0
Howard,Nebraska,0
Jefferson,Nebraska,0
Swift,Minnesota,0
Todd,Minnesota,3.422195183
Traverse,Minnesota,0
Wabasha,Minnesota,2.042950236
Johnson,Nebraska,0.417041303
Wadena,Minnesota,1.0202356
Waseca,Minnesota,0
Watonwan,Minnesota,0
Wilkin,Minnesota,0
Winona,Minnesota,0.377264059
Wright,Minnesota,0.496821158
Yellow Medicine,Minnesota,0
Adams,Mississippi,46.51571194
Pershing,Nevada,0
Storey,Nevada,0
Washoe,Nevada,0
White Pine,Nevada,0
Carson City,Nevada,0
Belknap,New Hampshire,17.01519502
Carroll,New Hampshire,2.901597826
Cheshire,New Hampshire,82.32649986
Coos,New Hampshire,178.9412562
Grafton,New Hampshire,24.27200666
Hillsborough,New Hampshire,37.83908931
Merrimack,New Hampshire,13.92766956
Rockingham,New Hampshire,10.07277008
Strafford,New Hampshire,0
Sullivan,New Hampshire,12.91351887
Atlantic,New Jersey,9.35610359
Bergen,New Jersey,0
Burlington,New Jersey,0
Camden,New Jersey,0
Cape May,New Jersey,0
Cumberland,New Jersey,0
Essex,New Jersey,0
Gloucester,New Jersey,0
Hudson,New Jersey,0
Alcorn,Mississippi,0
Warren,New Jersey,0
Bernalillo,New Mexico,0
Catron,New Mexico,2.618762465
Chaves,New Mexico,0
Cibola,New Mexico,0
Colfax,New Mexico,0
Curry,New Mexico,0
De Baca,New Mexico,0
Dona Ana,New Mexico,0
Eddy,New Mexico,0
Grant,New Mexico,0
Guadalupe,New Mexico,0
Harding,New Mexico,0
Hidalgo,New Mexico,0
Lea,New Mexico,0
Lincoln,New Mexico,0
Los Alamos,New Mexico,0
Benton,Mississippi,0
Otero,New Mexico,28.35114613
Quay,New Mexico,0
Rio Arriba,New Mexico,1.944915669
Roosevelt,New Mexico,0
Sandoval,New Mexico,0
San Juan,New Mexico,0
San Miguel,New Mexico,0
Santa Fe,New Mexico,5.537262802
Sierra,New Mexico,0
Socorro,New Mexico,0
Taos,New Mexico,0
Torrance,New Mexico,0
Union,New Mexico,0
Valencia,New Mexico,0
Albany,New York,5.271329953
Allegany,New York,32.56550569
Bronx,New York,0
Broome,New York,54.79794262
Cattaraugus,New York,19.22378987
Cayuga,New York,5.445989239
Chautauqua,New York,20.40696568
Chemung,New York,32.97116597
Chenango,New York,36.32913161
Clinton,New York,1.022263902
Columbia,New York,5.788546808
Calhoun,Mississippi,197.6467024
Carroll,Mississippi,0
Greene,New York,0
Hamilton,New York,0.468199571
Herkimer,New York,8.56844655
Jefferson,New York,4.899474697
Kings,New York,0
Lewis,New York,23.07756251
Livingston,New York,14.54742832
Madison,New York,9.048477879
Monroe,New York,0
Montgomery,New York,0
Nassau,New York,0
New York,New York,0
Niagara,New York,0
Oneida,New York,30.27803246
Onondaga,New York,0
Ontario,New York,4.408175027
Orange,New York,0.534682784
Orleans,New York,1.428825648
Oswego,New York,19.69706019
Otsego,New York,19.35900996
Putnam,New York,0
Queens,New York,0
Rensselaer,New York,10.5392794
Richmond,New York,0
Chickasaw,Mississippi,0
Choctaw,Mississippi,96.20909606
Clarke,Mississippi,0
Clay,Mississippi,0
Coahoma,Mississippi,0
Copiah,Mississippi,267.7357838
Covington,Mississippi,0
DeSoto,Mississippi,0
Steuben,New York,15.64045741
Suffolk,New York,0
Sullivan,New York,7.66585243
Tioga,New York,0
Tompkins,New York,0
Ulster,New York,2.835114613
Warren,New York,66.83253089
Washington,New York,27.26938539
Wayne,New York,13.13888569
Westchester,New York,0
Wyoming,New York,0
Yates,New York,0
Alamance,North Carolina,152.5733381
Forrest,Mississippi,0
Franklin,Mississippi,0
Beaufort,North Carolina,0
Bertie,North Carolina,0
George,Mississippi,0
Greene,Mississippi,0
Forsyth,North Carolina,0
Franklin,North Carolina,44.08175027
Gaston,North Carolina,0
Gates,North Carolina,54.86555267
Graham,North Carolina,0
Granville,North Carolina,0
Greene,North Carolina,0
Guilford,North Carolina,0
Halifax,North Carolina,279.9055922
Harnett,North Carolina,0
Grenada,Mississippi,99.27408483
Hancock,Mississippi,0
Harrison,Mississippi,0
Hinds,Mississippi,0
Holmes,Mississippi,0
Humphreys,Mississippi,0
Issaquena,Mississippi,0
Hertford,North Carolina,0
Hoke,North Carolina,0
Hyde,North Carolina,11.00916923
Iredell,North Carolina,7.727828306
Jackson,North Carolina,0
Johnston,North Carolina,334.2189961
Jones,North Carolina,0
Lee,North Carolina,0
Lenoir,North Carolina,0
Lincoln,North Carolina,22.73951228
McDowell,North Carolina,0
Macon,North Carolina,13.01493394
Madison,North Carolina,0
Itawamba,Mississippi,81.80815617
Jackson,Mississippi,0
Nash,North Carolina,0
New Hanover,North Carolina,0
Northampton,North Carolina,0
Onslow,North Carolina,0
Jasper,Mississippi,0
Pender,North Carolina,32.13730873
Perquimans,North Carolina,0
Jones,Mississippi,0
Swain,North Carolina,0
Transylvania,North Carolina,0
Tyrrell,North Carolina,0
Kemper,Mississippi,0
Vance,North Carolina,0
Wake,North Carolina,0
Warren,North Carolina,40.70124794
Washington,North Carolina,0
Watauga,North Carolina,0.355741528
Wayne,North Carolina,0
Wilkes,North Carolina,115.7258628
Wilson,North Carolina,0
Yadkin,North Carolina,0
Yancey,North Carolina,38.56026314
Lamar,Mississippi,0
Lauderdale,Mississippi,0
Lawrence,Mississippi,296.2446867
Leake,Mississippi,0
Lincoln,Mississippi,29.50051692
Lowndes,Mississippi,92.73844701
Madison,Mississippi,0
Rogers,Oklahoma,0
Seminole,Oklahoma,0
Sequoyah,Oklahoma,0
Stephens,Oklahoma,0
Texas,Oklahoma,0
Tillman,Oklahoma,0
Tulsa,Oklahoma,0
Wagoner,Oklahoma,0
Washington,Oklahoma,0
Washita,Oklahoma,0
Woods,Oklahoma,0
Woodward,Oklahoma,0
Marion,Mississippi,130.1493394
Marshall,Mississippi,0
Neshoba,Mississippi,0
Klamath,Oregon,161.2499607
Lake,Oregon,0
Lane,Oregon,1168.526969
Lincoln,Oregon,0
Linn,Oregon,313.1471983
Malheur,Oregon,0
Marion,Oregon,0
Morrow,Oregon,0
Multnomah,Oregon,0
Polk,Oregon,113.2468278
Sherman,Oregon,0
Tillamook,Oregon,255.0025584
Umatilla,Oregon,75.40773844
Newton,Mississippi,0
Butler,Pennsylvania,11.05086209
Cambria,Pennsylvania,33.75994985
Noxubee,Mississippi,243.0581169
Oktibbeha,Mississippi,0
Beaufort,South Carolina,0
Berkeley,South Carolina,0
Calhoun,South Carolina,0
Charleston,South Carolina,0
Cherokee,South Carolina,0
Chester,South Carolina,0
Chesterfield,South Carolina,0
Clarendon,South Carolina,0
Colleton,South Carolina,174.6592866
Darlington,South Carolina,194.4915669
Dillon,South Carolina,0
Dorchester,South Carolina,0
Edgefield,South Carolina,0
Fairfield,South Carolina,0
Panola,Mississippi,0
Pearl River,Mississippi,0
Hampton,South Carolina,0
Horry,South Carolina,0
Jasper,South Carolina,0
Perry,Mississippi,339.1770662
Lancaster,South Carolina,0
Laurens,South Carolina,51.04558505
Lee,South Carolina,0
Lexington,South Carolina,0
McCormick,South Carolina,0
Marion,South Carolina,0
Marlboro,South Carolina,0
Newberry,South Carolina,398.3358568
Oconee,South Carolina,17.68002714
Orangeburg,South Carolina,33.12892275
Pickens,South Carolina,21.44365306
Richland,South Carolina,0
Pike,Mississippi,0
Pontotoc,Mississippi,0
Prentiss,Mississippi,32.21618712
Cannon,Tennessee,0.595982559
Carroll,Tennessee,17.75890553
Carter,Tennessee,10.68238733
Cheatham,Tennessee,12.44024854
Chester,Tennessee,0
Claiborne,Tennessee,0
Clay,Tennessee,0
Cocke,Tennessee,2.059852748
Coffee,Tennessee,5.202593072
Quitman,Mississippi,0
Rankin,Mississippi,0
Decatur,Tennessee,3.826728627
DeKalb,Tennessee,0
Dickson,Tennessee,44.667704
Dyer,Tennessee,0
Fayette,Tennessee,0
Fentress,Tennessee,0
Franklin,Tennessee,0
Gibson,Tennessee,0
Giles,Tennessee,33.32048454
Grainger,Tennessee,62.02094925
Scott,Mississippi,0
Sharkey,Mississippi,0
Simpson,Mississippi,0
Stone,Mississippi,0
Tippah,Mississippi,151.6718708
Union,Mississippi,0
Walthall,Mississippi,0
Ward,Texas,0
Washington,Texas,0
Webb,Texas,0
Wharton,Texas,0
Wayne,Mississippi,229.648791
Webster,Mississippi,0
Wilkinson,Mississippi,47.574936
Box Elder,Utah,0
Cache,Utah,0
Carbon,Utah,0
Daggett,Utah,0
Davis,Utah,0
Duchesne,Utah,1.778144221
Emery,Utah,0
Garfield,Utah,0
Grand,Utah,0
Iron,Utah,14.04035297
Juab,Utah,0
Winston,Mississippi,63.06890497
Addison,Vermont,8.761135182
Yalobusha,Mississippi,0
Yazoo,Mississippi,0
Orange,Vermont,6.966088449
Orleans,Vermont,0
Rutland,Vermont,18.05188239
Washington,Vermont,0
Windham,Vermont,0
Windsor,Vermont,0
Accomack,Virginia,0
Albemarle,Virginia,57.54741784
Alleghany,Virginia,155.1650565
Amelia,Virginia,166.6587644
Amherst,Virginia,36.17137483
Appomattox,Virginia,0
Arlington,Virginia,0
Augusta,Virginia,67.35087458
Bath,Virginia,0
Bedford,Virginia,28.63285466
Bland,Virginia,0
Botetourt,Virginia,0
Brunswick,Virginia,43.03379455
Adair,Missouri,12.65434702
Andrew,Missouri,2.426073832
Charles City,Virginia,0
Charlotte,Virginia,120.3458826
Chesterfield,Virginia,0
Clarke,Virginia,0
Craig,Virginia,0
Culpeper,Virginia,0
Cumberland,Virginia,0
Dickenson,Virginia,0
Dinwiddie,Virginia,0
Essex,Virginia,0
Fairfax,Virginia,0
Fauquier,Virginia,0
Floyd,Virginia,0
Fluvanna,Virginia,0
Franklin,Virginia,127.2195707
Frederick,Virginia,0
Giles,Virginia,0
Atchison,Missouri,0
Audrain,Missouri,6.702409268
Barry,Missouri,11.66273301
Bollinger,Missouri,15.66299409
Boone,Missouri,0.488595269
Buchanan,Missouri,4.350706487
Butler,Missouri,10.34546394
Greensville,Virginia,254.4391414
Halifax,Virginia,0
Hanover,Virginia,77.45857652
Henrico,Virginia,0
Henry,Virginia,0
Caldwell,Missouri,0
Callaway,Missouri,0
Camden,Missouri,5.636424203
Cape Girardeau,Missouri,0
Carroll,Missouri,5.289359298
James City,Virginia,0
King and Queen,Virginia,0
King George,Virginia,0
King William,Virginia,17.5335387
Lancaster,Virginia,0
Lee,Virginia,32.97116597
Loudoun,Virginia,8.202225465
Louisa,Virginia,106.7224583
Lunenburg,Virginia,0
Madison,Virginia,30.05266563
Mathews,Virginia,0
Carter,Missouri,37.45596572
Cass,Missouri,3.567556783
New Kent,Virginia,0
Northampton,Virginia,0
Northumberland,Virginia,0
Nottoway,Virginia,0
Orange,Virginia,0
Page,Virginia,0
Patrick,Virginia,41.71539864
Pittsylvania,Virginia,79.54321961
Powhatan,Virginia,0
Prince Edward,Virginia,0
Prince George,Virginia,0
Prince William,Virginia,0
Pulaski,Virginia,0
Rappahannock,Virginia,0
Richmond,Virginia,98.23739745
Roanoke,Virginia,0
Rockbridge,Virginia,74.33724604
Rockingham,Virginia,6.149133722
Cedar,Missouri,0
Spotsylvania,Virginia,17.00392667
Stafford,Virginia,0
Surry,Virginia,0
Sussex,Virginia,0
Tazewell,Virginia,0
Warren,Virginia,0
Washington,Virginia,0
Westmoreland,Virginia,0
Wise,Virginia,0
Wythe,Virginia,0
York,Virginia,0
Alexandria,Virginia,0
Cooper,Missouri,2.0384429
Crawford,Missouri,45.5466346
Dade,Missouri,0
Dallas,Missouri,5.542896972
Daviess,Missouri,8.37913842
DeKalb,Missouri,0
Dent,Missouri,22.88600071
Douglas,Missouri,8.276596516
Gentry,Missouri,1.0202356
Bedford City,Virginia,0
Grundy,Missouri,9.491323683
Buena Vista,Virginia,0
Charlottesville,Virginia,0
Chesapeake,Virginia,0
Colonial Heights,Virginia,0
Harrison,Missouri,0.904735105
Hickory,Missouri,0
Howard,Missouri,2.996251891
Iron,Missouri,14.27698814
Jackson,Missouri,0
Jasper,Missouri,0
Jefferson,Missouri,0.293427601
Knox,Missouri,0
Lewis,Missouri,3.915748522
McDonald,Missouri,7.725574638
Macon,Missouri,5.705161084
Madison,Missouri,49.19757711
Mercer,Missouri,0.54381014
Moniteau,Missouri,1.068238733
Monroe,Missouri,7.393158576
Newton,Missouri,20.37316065
Nodaway,Missouri,0
Oregon,Missouri,28.91456319
Osage,Missouri,17.33070857
Ozark,Missouri,3.28697509
Pemiscot,Missouri,0
Perry,Missouri,48.29610983
Pettis,Missouri,2.591718446
Pulaski,Missouri,0
Randolph,Missouri,19.32520494
Reynolds,Missouri,46.08751498
Ripley,Missouri,27.29192207
St. Francois,Missouri,0
St. Louis,Missouri,0
Saline,Missouri,0
Schuyler,Missouri,0.633844185
Scotland,Missouri,2.39790298
Scott,Missouri,0
Shannon,Missouri,85.41402531
Covington,Virginia,0
Danville,Virginia,0
Shelby,Missouri,0
Stoddard,Missouri,0
Stone,Missouri,0
Falls Church,Virginia,0
Sullivan,Missouri,0
Wayne,Missouri,17.38705027
Wright,Missouri,7.286109336
St. Louis City,Missouri,0
Beaverhead,Montana,1.130214609
Big Horn,Montana,0
Blaine,Montana,0
Broadwater,Montana,0
Carbon,Montana,0
Daniels,Montana,0
Dawson,Montana,0
Deer Lodge,Montana,0
Fallon,Montana,0
Fergus,Montana,0
Flathead,Montana,259.3972114
Gallatin,Montana,0.531527648
Garfield,Montana,0
Liberty,Montana,0
Lincoln,Montana,1.920125318
McCone,Montana,0
Madison,Montana,1.101931073
Meagher,Montana,0
Mineral,Montana,42.75208602
Missoula,Montana,78.04453025
Musselshell,Montana,1.023278053
Park,Montana,62.95622156
Banner,Nebraska,0
Blaine,Nebraska,0
Custer,Nebraska,0.060308161
Dakota,Nebraska,10.47843036
Deuel,Nebraska,0
Dixon,Nebraska,0
Dodge,Nebraska,0.018401201
Dundy,Nebraska,0
Garfield,Nebraska,0
Grant,Nebraska,0
Greeley,Nebraska,0
Hall,Nebraska,0
Hayes,Nebraska,0
Hitchcock,Nebraska,0
Kimball,Nebraska,0
Logan,Nebraska,0
Loup,Nebraska,0.010222467
McPherson,Nebraska,0
Red Willow,Nebraska,0
Richardson,Nebraska,0
Rock,Nebraska,0
Saline,Nebraska,0.233029293
Sarpy,Nebraska,0
Sherman,Nebraska,0
Thomas,Nebraska,0
Galax,Virginia,0
Valley,Nebraska,0
Wheeler,Nebraska,0
York,Nebraska,0
Churchill,Nevada,0
Douglas,Nevada,0
Elko,Nevada,0
Esmeralda,Nevada,0
Eureka,Nevada,0
Humboldt,Nevada,0
Lander,Nevada,0
Lincoln,Nevada,0
Lyon,Nevada,0
Luna,New Mexico,0
Cortland,New York,4.936660223
Delaware,New York,33.43316795
Dutchess,New York,14.60377003
Erie,New York,4.268447597
Essex,New York,60.2518197
Franklin,New York,7.643315748
Caswell,North Carolina,0
Catawba,North Carolina,46.08751498
Chatham,North Carolina,82.50679331
Cherokee,North Carolina,0
Chowan,North Carolina,0
Clay,North Carolina,0
Cleveland,North Carolina,0
Columbus,North Carolina,444.0853216
Craven,North Carolina,145.0235496
Cumberland,North Carolina,0
Currituck,North Carolina,0
Dare,North Carolina,0
Davidson,North Carolina,32.75706749
Davie,North Carolina,0
Person,North Carolina,31.58516002
Rockingham,North Carolina,17.477197
Stanly,North Carolina,0
Stokes,North Carolina,24.59878856
Surry,North Carolina,55.35009134
Adams,North Dakota,0
Barnes,North Dakota,0.482510365
Benson,North Dakota,0
Billings,North Dakota,0
Bottineau,North Dakota,0.032711994
Bowman,North Dakota,0
Burke,North Dakota,0
Cavalier,North Dakota,0
Dickey,North Dakota,0
Divide,North Dakota,0
Eddy,North Dakota,0
Foster,North Dakota,0
Golden Valley,North Dakota,0
Griggs,North Dakota,0
Hettinger,North Dakota,0
Logan,North Dakota,0
McHenry,North Dakota,0
McIntosh,North Dakota,0
Mercer,North Dakota,0
Morton,North Dakota,0.093020156
Mountrail,North Dakota,0
Nelson,North Dakota,0
Pierce,North Dakota,0
Ransom,North Dakota,0
Renville,North Dakota,0
Rolette,North Dakota,0
Sargent,North Dakota,0
Sheridan,North Dakota,0
Slope,North Dakota,0
Steele,North Dakota,0
Towner,North Dakota,0
Wells,North Dakota,0
Athens,Ohio,5.444862405
Auglaize,Ohio,0
Belmont,Ohio,46.3128818
Brown,Ohio,11.78668476
Butler,Ohio,11.43736619
Champaign,Ohio,2.758489894
Clark,Ohio,0
Clermont,Ohio,0
Clinton,Ohio,0
Darke,Ohio,0
Delaware,Ohio,3.312892275
Erie,Ohio,5.89334238
Fairfield,Ohio,7.274840995
Fayette,Ohio,0
Fulton,Ohio,0
Henry,Ohio,0
Hocking,Ohio,25.82703773
Jackson,Ohio,29.01597826
Logan,Ohio,0
Marion,Ohio,0
Mercer,Ohio,0
Miami,Ohio,0
Morrow,Ohio,0
Paulding,Ohio,0
Perry,Ohio,0
Pickaway,Ohio,0
Preble,Ohio,0
Seneca,Ohio,0
Shelby,Ohio,0
Union,Ohio,0
Van Wert,Ohio,0
Vinton,Ohio,150.9957703
Williams,Ohio,0
Adair,Oklahoma,0
Alfalfa,Oklahoma,0
Beckham,Oklahoma,0
Canadian,Oklahoma,0
Carter,Oklahoma,0
Cherokee,Oklahoma,0
Choctaw,Oklahoma,0
Cimarron,Oklahoma,0
Coal,Oklahoma,0
Craig,Oklahoma,0
Custer,Oklahoma,0
Delaware,Oklahoma,23.65224791
Dewey,Oklahoma,0
Grant,Oklahoma,0
Harmon,Oklahoma,0
Harper,Oklahoma,0
Johnston,Oklahoma,0
Kay,Oklahoma,0
Latimer,Oklahoma,0
Logan,Oklahoma,0
Love,Oklahoma,0
McClain,Oklahoma,0
McCurtain,Oklahoma,267.1723668
McIntosh,Oklahoma,0
Major,Oklahoma,0
Mayes,Oklahoma,0
Nowata,Oklahoma,0
Ottawa,Oklahoma,0
Pawnee,Oklahoma,0
Payne,Oklahoma,0
Pittsburg,Oklahoma,0
Pontotoc,Oklahoma,0
Pottawatomie,Oklahoma,0
Pushmataha,Oklahoma,33.47824132
Columbia,Oregon,244.9737349
Coos,Oregon,269.5387184
Crook,Oregon,0
Curry,Oregon,0
Deschutes,Oregon,1.804061405
Douglas,Oregon,1057.984543
Gilliam,Oregon,0
Grant,Oregon,57.25444098
Harney,Oregon,0
Hood River,Oregon,33.14019109
Cameron,Pennsylvania,48.46513494
Fayette,Pennsylvania,0
Forest,Pennsylvania,0
Franklin,Pennsylvania,58.27986001
Fulton,Pennsylvania,12.98112891
Greene,Pennsylvania,0
Huntingdon,Pennsylvania,45.47902456
Indiana,Pennsylvania,26.86372511
Jefferson,Pennsylvania,69.12000412
Juniata,Pennsylvania,58.48269015
Lackawanna,Pennsylvania,18.7392512
Lancaster,Pennsylvania,22.07468016
Lawrence,Pennsylvania,3.387263326
Lebanon,Pennsylvania,46.72981042
McKean,Pennsylvania,27.23558037
Mercer,Pennsylvania,21.27462794
Mifflin,Pennsylvania,16.41797294
Monroe,Pennsylvania,1.733070857
Montgomery,Pennsylvania,0
Montour,Pennsylvania,0
Northampton,Pennsylvania,0.746189546
Northumberland,Pennsylvania,0
Potter,Pennsylvania,163.6163123
Sullivan,Pennsylvania,4.439726382
Susquehanna,Pennsylvania,10.32518092
Tioga,Pennsylvania,15.50523731
Union,Pennsylvania,17.96173567
Warren,Pennsylvania,21.66901988
Washington,Pennsylvania,0
Wayne,Pennsylvania,17.39831861
Wyoming,Pennsylvania,11.23453605
York,Pennsylvania,15.68553077
Bristol,Rhode Island,0
Kent,Rhode Island,0
Newport,Rhode Island,1.029362957
Providence,Rhode Island,0
Washington,Rhode Island,0
Abbeville,South Carolina,0
Aiken,South Carolina,0
Allendale,South Carolina,436.4228496
Aurora,South Dakota,0
Buffalo,South Dakota,0
Campbell,South Dakota,0
Clark,South Dakota,0
Codington,South Dakota,0
Corson,South Dakota,0
Davison,South Dakota,0
Douglas,South Dakota,0
Faulk,South Dakota,0
Haakon,South Dakota,0
Hamlin,South Dakota,0
Hutchinson,South Dakota,0
Hyde,South Dakota,0
Jerauld,South Dakota,0
Lake,South Dakota,0
Marshall,South Dakota,0
Meade,South Dakota,0
Miner,South Dakota,0
Moody,South Dakota,0
Roberts,South Dakota,0
Sanborn,South Dakota,0
Shannon,South Dakota,0
Spink,South Dakota,0
Stanley,South Dakota,0
Sully,South Dakota,0
Todd,South Dakota,0
Tripp,South Dakota,0
Turner,South Dakota,0
Union,South Dakota,0
Walworth,South Dakota,0
Yankton,South Dakota,0
Ziebach,South Dakota,0
Anderson,Tennessee,0
Bedford,Tennessee,0
Benton,Tennessee,0
Houston,Tennessee,22.59302385
Lake,Tennessee,0
Lauderdale,Tennessee,0
Lawrence,Tennessee,52.60061611
Lewis,Tennessee,24.31708003
Lincoln,Tennessee,47.1918124
Loudon,Tennessee,0
Macon,Tennessee,64.09432401
Madison,Tennessee,25.63547593
Marion,Tennessee,0
Marshall,Tennessee,0
Maury,Tennessee,0
Meigs,Tennessee,0
Monroe,Tennessee,5.993630615
Montgomery,Tennessee,0
Moore,Tennessee,0
Morgan,Tennessee,12.57546863
Obion,Tennessee,12.53039527
Overton,Tennessee,26.44679649
Perry,Tennessee,19.20125318
Pickett,Tennessee,0
Polk,Tennessee,0
Putnam,Tennessee,37.11791548
Rhea,Tennessee,0
Roane,Tennessee,0
Robertson,Tennessee,0
Rutherford,Tennessee,0
Stewart,Tennessee,7.799945689
Trousdale,Tennessee,0
Unicoi,Tennessee,2.41705916
Union,Tennessee,0
Van Buren,Tennessee,12.39517518
Warren,Tennessee,8.246171995
Washington,Tennessee,24.12551823
Wayne,Tennessee,37.94050438
Weakley,Tennessee,5.230763925
White,Tennessee,66.91140927
Andrews,Texas,0
Archer,Texas,0
Armstrong,Texas,0
Bailey,Texas,0
Baylor,Texas,0
Blanco,Texas,0
Borden,Texas,0
Briscoe,Texas,0
Brooks,Texas,0
Callahan,Texas,0
Carson,Texas,0
Castro,Texas,0
Childress,Texas,0
Cochran,Texas,0
Coke,Texas,0
Collingsworth,Texas,0
Comanche,Texas,0
Coryell,Texas,0
Cottle,Texas,0
Crosby,Texas,0
Dallam,Texas,0
Dawson,Texas,0
Deaf Smith,Texas,0
Dickens,Texas,0
Dimmit,Texas,0
Donley,Texas,0
Eastland,Texas,0
Ector,Texas,0
Falls,Texas,0
Fayette,Texas,0
Fisher,Texas,0
Floyd,Texas,0
Frio,Texas,0
Gaines,Texas,0
Garza,Texas,0
Gillespie,Texas,0
Glasscock,Texas,0
Gray,Texas,0
Grimes,Texas,0
Guadalupe,Texas,0
Hale,Texas,0
Hall,Texas,0
Hamilton,Texas,0
Hansford,Texas,0
Hartley,Texas,0
Haskell,Texas,0
Hemphill,Texas,0
Hockley,Texas,0
Hood,Texas,0
Howard,Texas,0
Hutchinson,Texas,0
Irion,Texas,0
Jack,Texas,0
Jackson,Texas,0
Jim Hogg,Texas,0
Jones,Texas,0
Kent,Texas,0
Kerr,Texas,0
Kimble,Texas,0
King,Texas,0
Lamb,Texas,0
La Salle,Texas,0
Limestone,Texas,0
Lipscomb,Texas,0
Lubbock,Texas,0
Lynn,Texas,0
McMullen,Texas,0
Martin,Texas,0
Mason,Texas,0
Menard,Texas,0
Midland,Texas,0
Mitchell,Texas,0
Moore,Texas,0
Motley,Texas,0
Nolan,Texas,0
Ochiltree,Texas,0
Oldham,Texas,0
Parmer,Texas,0
Potter,Texas,0
Rains,Texas,0
Randall,Texas,0
Reagan,Texas,0
Roberts,Texas,0
Rockwall,Texas,0
Runnels,Texas,0
Schleicher,Texas,0
Scurry,Texas,0
Shackelford,Texas,0
Sherman,Texas,0
Somervell,Texas,0
Stephens,Texas,0
Sterling,Texas,0
Stonewall,Texas,0
Sutton,Texas,0
Swisher,Texas,0
Taylor,Texas,0
Terry,Texas,0
Throckmorton,Texas,0
Upton,Texas,0
Uvalde,Texas,0
Wheeler,Texas,0
Winkler,Texas,0
Yoakum,Texas,0
Young,Texas,0
Zavala,Texas,0
Beaver,Utah,0
Bennington,Vermont,7.605003388
Caledonia,Vermont,10.67224583
Chittenden,Vermont,4.381131008
Essex,Vermont,13.55581431
Franklin,Vermont,0
Emporia,Virginia,0
Fairfax City,Virginia,0
Franklin City,Virginia,0
Harrisonburg,Virginia,0
Lexington,Virginia,0
Manassas,Virginia,0
Manassas Park,Virginia,0
Staunton,Virginia,0
Martinsville,Virginia,0
Norton,Virginia,0
Petersburg,Virginia,0
Poquoson,Virginia,0
Brown,Wisconsin,8.71944232
Buffalo,Wisconsin,14.91928358
Portsmouth,Virginia,0
Chippewa,Wisconsin,23.68605293
Clark,Wisconsin,31.94574693
Columbia,Wisconsin,2.246907209
Crawford,Wisconsin,26.61582161
Dane,Wisconsin,1.183175812
Radford,Virginia,0
Waynesboro,Virginia,0
Winchester,Virginia,0
Adams,Washington,0
Asotin,Washington,0
Benton,Washington,0
Chelan,Washington,0
Clallam,Washington,163.9543626
Clark,Washington,0
Columbia,Washington,0
Cowlitz,Washington,501.6665444
Douglas,Washington,0
Ferry,Washington,0
Franklin,Washington,0
Garfield,Washington,0
Grant,Washington,0
Grays Harbor,Washington,476.5381439
Island,Washington,0
Jefferson,Washington,0
King,Washington,0.048048206
Kitsap,Washington,0
Kittitas,Washington,0
Wahkiakum,Washington,0
Yakima,Washington,85.70700218
Barbour,West Virginia,9.949945165
Berkeley,West Virginia,0
Boone,West Virginia,68.16219513
Braxton,West Virginia,99.52198833
Washakie,Wyoming,0.192237899
Weston,Wyoming,0
Adjuntas,Puerto Rico,0
Aguada,Puerto Rico,0
Aguadilla,Puerto Rico,0
Aguas Buenas,Puerto Rico,0
Aibonito,Puerto Rico,0
Anasco,Puerto Rico,0
Arecibo,Puerto Rico,0
Arroyo,Puerto Rico,0
Barceloneta,Puerto Rico,0
Barranquitas,Puerto Rico,0
Bayamon,Puerto Rico,0
Cabo Rojo,Puerto Rico,0
Caguas,Puerto Rico,0
Camuy,Puerto Rico,0
Canovanas,Puerto Rico,0
