County,State,Thousand Dry Tonnes/Yr
Laurens,Georgia,98.2814775
Lee,Georgia,9.53485249
Liberty,Georgia,42.34588145
Lincoln,Georgia,16.31179231
Long,Georgia,53.69729011
Lowndes,Georgia,22.73176093
Lumpkin,Georgia,3.474335958
McDuffie,Georgia,19.85531728
McIntosh,Georgia,29.59828812
Macon,Georgia,27.07881568
Madison,Georgia,7.446226375
Marion,Georgia,25.05551943
Meriwether,Georgia,25.63301339
Menard,Illinois,0.633920216
Marin,California,0
Mariposa,California,2.229347196
Mitchell,Georgia,18.48118488
Monroe,Georgia,32.88545539
Montgomery,Georgia,25.03208889
Morgan,Georgia,18.26479693
Murray,Georgia,23.21277618
Muscogee,Georgia,24.86118375
Newton,Georgia,8.886239945
Oconee,Georgia,4.70333682
Oglethorpe,Georgia,25.61785245
Woodford,Illinois,4.848606183
Howard,Arkansas,76.04864929
Independence,Arkansas,31.5402666
Izard,Arkansas,11.76654274
Pierce,Georgia,52.3782884
Pike,Georgia,15.91347309
Rooks,Kansas,0
San Bernardino,California,5.663024271
San Diego,California,0
San Francisco,California,0
San Joaquin,California,0
Pulaski,Georgia,25.27466391
Putnam,Georgia,19.53004622
Quitman,Georgia,8.574200251
Rabun,Georgia,3.553310668
Santa Cruz,California,5.895537948
Shasta,California,185.142633
Sierra,California,11.1587269
Screven,Georgia,65.63859713
Seminole,Georgia,6.380688002
Spalding,Georgia,8.028957747
Stephens,Georgia,5.958800412
Stewart,Georgia,43.88127111
Sonoma,California,5.906012779
Stanislaus,California,0
Brown,Illinois,5.050246674
Bureau,Illinois,0.422618072
Calhoun,Illinois,2.65192392
Owsley,Kentucky,11.34878995
Pendleton,Kentucky,0.160912696
Perry,Kentucky,31.64639318
Pike,Kentucky,44.77300999
Powell,Kentucky,11.66978838
Pulaski,Kentucky,64.39402185
Robertson,Kentucky,6.552971402
Rockcastle,Kentucky,11.72271384
Rowan,Kentucky,14.9886558
Woodruff,Arkansas,6.660338417
Yell,Arkansas,55.32088887
Alameda,California,0
St. James,Louisiana,6.903189098
Jackson,Colorado,0.433175598
Jefferson,Colorado,0
Kiowa,Colorado,0
Kit Carson,Colorado,0
Lake,Colorado,0
Henry,Illinois,3.254088859
Ouray,Colorado,0
Park,Colorado,0.190173308
Jackson,Illinois,2.863212281
Saguache,Colorado,0.211302144
Genesee,Michigan,8.072786644
Pasco,Florida,5.409423107
Pinellas,Florida,0
Polk,Florida,3.528777512
Putnam,Florida,44.65172248
St. Johns,Florida,122.9414342
St. Lucie,Florida,0
Santa Rosa,Florida,23.70757411
McHenry,Illinois,4.152167767
McLean,Illinois,15.75221583
Macon,Illinois,0.031696011
Macoupin,Illinois,3.423202245
Madison,Illinois,0.929751488
Clay,Georgia,6.544839626
Clayton,Georgia,0.667246717
Clinch,Georgia,103.313531
Cobb,Georgia,0.772091503
Coffee,Georgia,37.28488429
Mason,Illinois,2.747024356
Clearwater,Idaho,101.590697
Custer,Idaho,0.475447053
Elmore,Idaho,0.095088032
Franklin,Idaho,0
Fremont,Idaho,0.633920216
Gem,Idaho,0
Gooding,Idaho,0
Idaho,Idaho,44.13900708
Jefferson,Idaho,0
Ogle,Illinois,5.641109823
Peoria,Illinois,1.246711596
Perry,Illinois,3.782378677
Monroe,Mississippi,54.99010475
Montgomery,Mississippi,25.79151411
Wayne,Georgia,51.34734454
McCreary,Kentucky,19.51488528
Pike,Illinois,26.14572878
Pope,Illinois,0.623362689
Pulaski,Illinois,2.250434684
Bates,Missouri,1.195508969
Bonneville,Idaho,0.581091234
McLean,Kentucky,14.05419064
Madison,Kentucky,0.694880974
Magoffin,Kentucky,13.75869015
Marion,Kentucky,14.17685642
Randolph,Illinois,2.894912427
Richland,Illinois,3.803603992
Rock Island,Illinois,2.461723046
St. Clair,Illinois,3.158988422
Franklin,Missouri,4.84957097
Gasconade,Missouri,6.201926747
Caribou,Idaho,1.91234574
Cassia,Idaho,0
Sangamon,Illinois,0.559962398
Schuyler,Illinois,8.726085297
Platte,Missouri,1.219077338
Teton,Idaho,0.01056539
Twin Falls,Idaho,0
Valley,Idaho,37.53159412
Shelby,Illinois,4.331755983
Owen,Kentucky,2.126941943
Christian,Illinois,0.01056539
Tazewell,Illinois,0.686749198
Caddo,Louisiana,62.16398552
Jefferson Davis,Louisiana,5.929581148
Lafayette,Louisiana,0.069081509
Lafourche,Louisiana,8.852196745
La Salle,Louisiana,69.94568213
Lincoln,Louisiana,34.25545299
Washington,Illinois,2.324447633
St. Bernard,Louisiana,0
St. Charles,Louisiana,0
St. Helena,Louisiana,64.9508418
Allen,Indiana,11.80885554
Bartholomew,Indiana,3.116813446
Anne Arundel,Maryland,3.866866456
Baltimore,Maryland,8.925244907
Calvert,Maryland,5.980025727
Caroline,Maryland,3.560477658
Carroll,Maryland,2.577910971
Berkshire,Massachusetts,4.955146237
Bristol,Massachusetts,0.327531417
Dukes,Massachusetts,14.85358561
Essex,Massachusetts,1.993663505
Franklin,Massachusetts,18.90155638
Hampden,Massachusetts,23.05014065
Norfolk,Massachusetts,0.13734984
Fulton,Illinois,6.660338417
Alger,Michigan,36.5158112
Clark,Indiana,9.720091601
Lake,Illinois,6.474134519
La Salle,Illinois,0.073957818
Crawford,Indiana,15.34424874
Daviess,Indiana,6.096213652
Dearborn,Indiana,3.853221611
Eaton,Michigan,1.320669414
Emmet,Michigan,8.484888537
Williamson,Illinois,1.204453923
Winnebago,Illinois,0.633920216
Dubois,Indiana,12.46711596
Floyd,Indiana,3.761291189
Fountain,Indiana,2.134246759
Valley,Montana,0
Wheatland,Montana,0.570533707
Wibaux,Montana,0
Yellowstone,Montana,11.28056573
Adams,Nebraska,0.327531417
Fulton,Indiana,1.077667124
Gibson,Indiana,3.697890898
Plymouth,Iowa,0.285259962
Crawford,Kansas,6.283244511
Hamilton,Indiana,0.602233853
Hancock,Indiana,0.507133416
Harrison,Indiana,15.21469162
Hendricks,Indiana,0.496575889
Barren,Kentucky,29.41222205
Bath,Kentucky,2.918480796
Nicholas,Kentucky,0
Beauregard,Louisiana,117.0121287
Bienville,Louisiana,101.4942183
Bossier,Louisiana,89.50467197
Jackson,Indiana,25.38079049
Cheboygan,Michigan,12.65414682
Marquette,Michigan,101.203404
Mason,Michigan,7.178015578
Jefferson,Indiana,6.888579466
Jennings,Indiana,12.50777484
Johnson,Indiana,1.901733083
Knox,Indiana,3.275314174
Montcalm,Michigan,2.313834975
Becker,Minnesota,18.08286566
Beltrami,Minnesota,86.03695169
Lake,Indiana,0.412046762
LaPorte,Indiana,10.5489815
Lake of the Woods,Minnesota,35.55102416
Le Sueur,Minnesota,0.464875744
Madison,Indiana,0.517704726
Marion,Indiana,0.591662544
Kearney,Nebraska,0.316960108
Hunterdon,New Jersey,0.61279138
Mercer,New Jersey,0.591662544
Middlesex,New Jersey,5.790651814
Monmouth,New Jersey,12.12089524
Morris,New Jersey,0.623362689
Ocean,New Jersey,0.61279138
Passaic,New Jersey,0
Salem,New Jersey,0
Rockland,New York,0.179615782
St. Lawrence,New York,30.72295416
Saratoga,New York,73.039892
Schenectady,New York,1.510856505
Schoharie,New York,3.866866456
Schuyler,New York,3.053413155
Seneca,New York,0.824093524
Monroe,Indiana,29.55004877
Alexander,North Carolina,17.00506071
Alleghany,North Carolina,17.77551208
Anson,North Carolina,80.6369008
Ashe,North Carolina,31.37211801
Morgan,Indiana,13.56435448
Avery,North Carolina,3.648273278
Bladen,North Carolina,75.1196972
Ohio,Indiana,0.517704726
Haywood,North Carolina,32.66079784
Henderson,North Carolina,17.52191091
Owen,Indiana,16.06783902
Parke,Indiana,14.65373687
Perry,Indiana,12.50777484
Pike,Indiana,5.758124708
Porter,Indiana,1.732757524
Posey,Indiana,2.28213483
Martin,North Carolina,107.9955047
Mecklenburg,North Carolina,9.808714182
Mitchell,North Carolina,11.65448962
Montgomery,North Carolina,75.08661879
Moore,North Carolina,88.14018744
Putnam,Indiana,12.47524773
Orange,North Carolina,20.67538627
Rush,Indiana,0.686749198
St. Joseph,Indiana,8.003735457
Scott,Indiana,4.363456128
Union,North Carolina,19.38532817
Spencer,Indiana,5.420035764
Starke,Indiana,1.183325087
Baker,Oregon,11.01235493
Sullivan,Indiana,5.060859332
Switzerland,Indiana,0.707878034
Tippecanoe,Indiana,0.718449343
Benton,Oregon,69.38197085
Clackamas,Oregon,80.08559392
Clatsop,Oregon,306.0717971
Union,Oregon,44.37469077
Wallowa,Oregon,38.52256824
Wasco,Oregon,29.7292235
Washington,Oregon,95.41330345
Vanderburgh,Indiana,1.531943993
Vermillion,Indiana,1.637657087
Vigo,Indiana,5.166434599
Florence,South Carolina,145.641495
Georgetown,South Carolina,113.0137756
Greenville,South Carolina,36.22224028
Greenwood,South Carolina,59.09596273
Warren,Indiana,1.489769016
Warrick,Indiana,6.297027183
Washington,Indiana,29.81881087
Kershaw,South Carolina,101.6802844
Wells,Indiana,23.41538146
White,Indiana,1.183325087
Saluda,South Carolina,58.38753339
Spartanburg,South Carolina,54.13420081
Sumter,South Carolina,101.7106063
Crockett,Tennessee,0
Cumberland,Tennessee,40.77327858
Davidson,Tennessee,0.746882996
Greene,Tennessee,6.22067118
Grundy,Tennessee,44.36779944
Hamblen,Tennessee,1.621393534
Smith,Mississippi,32.05573854
Kane,Utah,0.01056539
Millard,Utah,0
Morgan,Utah,0.095088032
Piute,Utah,0
Benton,Iowa,2.71367029
Buchanan,Virginia,9.759923523
Buckingham,Virginia,168.4518172
Campbell,Virginia,122.2426528
Caroline,Virginia,44.57591778
Carroll,Virginia,38.37922845
Gloucester,Virginia,19.06143538
Goochland,Virginia,4.111508884
Grayson,Virginia,17.51501958
Greene,Virginia,2.582045772
Barton,Missouri,7.332381504
Buchanan,Iowa,0.031696011
Highland,Virginia,54.02807424
Isle of Wight,Virginia,32.09984309
Mecklenburg,Virginia,81.91593276
Middlesex,Virginia,6.115785047
Montgomery,Virginia,19.23509704
Nelson,Virginia,52.84552098
Russell,Virginia,10.58743515
Scott,Virginia,23.12456708
Shenandoah,Virginia,19.65409027
Smyth,Virginia,16.75835088
Southampton,Virginia,113.9151623
Carroll,Iowa,0
Dunklin,Missouri,0.655049052
Johnson,Missouri,2.101719653
Phelps,Missouri,16.98576497
Pike,Missouri,5.557449004
Carter,Montana,0
Cascade,Montana,0.274702436
Glacier,Montana,0
Golden Valley,Montana,1.34179825
Petroleum,Montana,0.116219625
Phillips,Montana,0
Pondera,Montana,0
Douglas,Nebraska,0.919193961
Clayton,Iowa,12.87356695
Clinton,Iowa,1.151624942
Crawford,Iowa,0
Dallas,Iowa,0
Saunders,Nebraska,2.820899478
Clark,Nevada,0
Mineral,Nevada,0
Nye,Nevada,0
Des Moines,Iowa,2.218734539
Fulton,New York,8.085742356
Genesee,New York,1.278411741
Dubuque,Iowa,5.694724417
Duplin,North Carolina,53.58289393
Durham,North Carolina,14.12586053
Edgecombe,North Carolina,49.57489292
Fayette,Iowa,1.151624942
Carroll,Ohio,4.923446092
Pike,Ohio,16.59571536
Fremont,Iowa,0.042261807
Roger Mills,Oklahoma,0
Jackson,Oregon,63.02678079
Jefferson,Oregon,9.419491525
Josephine,Oregon,14.79983319
Perry,Pennsylvania,24.30849861
Philadelphia,Pennsylvania,0.179615782
Venango,Pennsylvania,29.03044203
Westmoreland,Pennsylvania,16.26217469
Harrison,Iowa,1.883953436
Chouteau,Montana,0
Custer,Montana,0
Anderson,South Carolina,29.08281619
Bamberg,South Carolina,67.67843259
Barnwell,South Carolina,52.74766401
Howard,Iowa,0.338088944
Granite,Montana,2.334922464
Hill,Montana,0.581091234
Jefferson,Montana,2.377235267
Judith Basin,Montana,0.073957818
Lake,Montana,18.94428266
Lewis and Clark,Montana,20.22055809
Clay,South Dakota,0.042261807
Iowa,Iowa,5.91014758
Jackson,Iowa,3.30701432
Antelope,Nebraska,0.285259962
Mellette,South Dakota,0
Bledsoe,Tennessee,29.26061266
Blount,Tennessee,5.705337074
Bradley,Tennessee,14.74470251
Campbell,Tennessee,31.49478379
Johnson,Iowa,0.190173308
McMinn,Tennessee,32.66906744
McNairy,Tennessee,58.28554162
Scott,Tennessee,31.85175499
Sequatchie,Tennessee,17.11256556
Sevier,Tennessee,2.85025657
Shelby,Tennessee,16.207044
Smith,Tennessee,11.1205489
Kossuth,Iowa,0.095088032
Lee,Iowa,4.56426966
Linn,Iowa,18.19726184
Williamson,Tennessee,4.57474449
Wilson,Tennessee,3.297228623
Jasper,Texas,114.4940346
Lyon,Iowa,0
Grand Isle,Vermont,0.021130214
Lamoille,Vermont,11.1261998
Mahaska,Iowa,1.119924796
Burnett,Wisconsin,22.24385434
Calumet,Wisconsin,0.316960108
Dodge,Wisconsin,2.070846468
Klickitat,Washington,59.19933277
Lewis,Washington,246.2550006
Lincoln,Washington,0.295831272
Mason,Washington,73.46164176
Okanogan,Washington,21.87034393
Pacific,Washington,140.431645
Dorado,Puerto Rico,0
Fajardo,Puerto Rico,0
Monona,Iowa,18.82299515
Monroe,Iowa,1.764457669
Mineral,West Virginia,8.679913345
Mingo,West Virginia,8.484888537
Monongalia,West Virginia,29.04698124
Muscatine,Iowa,0.602233853
Monroe,West Virginia,15.36078794
Morgan,West Virginia,6.307502014
Nicholas,West Virginia,31.03030774
Tucker,West Virginia,36.84108226
Tyler,West Virginia,3.940879405
Upshur,West Virginia,31.9647729
Bayfield,Wisconsin,51.26602677
Toa Alta,Puerto Rico,0
Toa Baja,Puerto Rico,0
Trujillo Alto,Puerto Rico,0
Utuado,Puerto Rico,0
Polk,Iowa,0
Pottawattamie,Iowa,52.96267369
Yauco,Puerto Rico,0
Natrona,Wyoming,0.021130214
Niobrara,Wyoming,0
Park,Wyoming,2.65192392
Sac,Iowa,0
Scott,Iowa,0.169044472
Platte,Wyoming,0
Sioux,Iowa,0
Naranjito,Puerto Rico,0
Orocovis,Puerto Rico,0
Patillas,Puerto Rico,0
Penuelas,Puerto Rico,0
Ponce,Puerto Rico,0
Quebradillas,Puerto Rico,0
Tama,Iowa,1.54255665
Wapello,Iowa,6.96824331
Warren,Iowa,0.727380515
Washington,Iowa,5.357462433
Woodbury,Iowa,0.697320507
Atchison,Kansas,0.190173308
Barton,Kansas,0
Bourbon,Kansas,0.507133416
Clay,Kansas,3.746681556
Cloud,Kansas,0
Coffey,Kansas,0.01056539
Ellis,Kansas,0
Ellsworth,Kansas,0
Finney,Kansas,0
Franklin,Kansas,0.063392022
Geary,Kansas,0
Graham,Kansas,0
Greenwood,Kansas,0.01056539
Hamilton,Kansas,0
Harvey,Kansas,0.01056539
Jackson,Kansas,3.644276304
Jefferson,Kansas,0.031696011
Jewell,Kansas,0.01056539
Johnson,Kansas,0.095088032
Labette,Kansas,1.019159681
Leavenworth,Kansas,2.233344171
Lyon,Kansas,0.084523614
Marion,Kansas,0
Marshall,Kansas,1.730276643
Miami,Kansas,0.042261807
Mitchell,Kansas,0
Montgomery,Kansas,0.961451633
Nemaha,Kansas,0
Neosho,Kansas,3.036322642
Ness,Kansas,0
Osage,Kansas,0.052827604
Reno,Kansas,0.01056539
Republic,Kansas,0
Russell,Kansas,0
Saline,Kansas,0
Sedgwick,Kansas,0.01056539
Shawnee,Kansas,0.190173308
Stanton,Kansas,0
Sumner,Kansas,0
Trego,Kansas,0
Wabaunsee,Kansas,0.084523614
Wallace,Kansas,0
Washington,Kansas,9.471314372
Wilson,Kansas,0.602233853
Wyandotte,Kansas,0
Campbell,Kentucky,0.435628914
Carlisle,Kentucky,35.41871051
Carroll,Kentucky,1.757152853
Carter,Kentucky,35.97277392
Casey,Kentucky,77.33870739
Christian,Kentucky,38.00571804
Clark,Kentucky,0
Clay,Kentucky,8.115099447
Elliott,Kentucky,9.937995646
Estill,Kentucky,23.18796737
Fayette,Kentucky,0.747709956
Fleming,Kentucky,9.582816188
Floyd,Kentucky,18.17658783
Lyon,Kentucky,11.83325087
Martin,Kentucky,17.35238405
Meade,Kentucky,13.13778078
Menifee,Kentucky,11.84124482
Mercer,Kentucky,0.375481333
Scott,Kentucky,0
Shelby,Kentucky,2.113021444
Spencer,Kentucky,3.502728262
Taylor,Kentucky,20.96206584
Gogebic,Michigan,31.89999434
Grand Traverse,Michigan,9.05369941
Houghton,Michigan,46.13887279
Huron,Michigan,0.496575889
Ingham,Michigan,1.669357233
Iosco,Michigan,19.69819482
Iron,Michigan,53.63113329
Isabella,Michigan,4.05706733
Jackson,Michigan,2.79981199
Kalkaska,Michigan,16.71011153
Kent,Michigan,5.041425764
Keweenaw,Michigan,21.30111958
Muskegon,Michigan,6.370075345
Newaygo,Michigan,18.44810647
Oakland,Michigan,20.47278099
Oceana,Michigan,11.57317185
Ogemaw,Michigan,5.842612488
Ontonagon,Michigan,38.18213624
Otsego,Michigan,24.83913148
Ottawa,Michigan,4.162780424
Presque Isle,Michigan,7.578677853
Roscommon,Michigan,7.895541482
Saginaw,Michigan,1.426368725
St. Clair,Michigan,4.08228962
Sanilac,Michigan,0.813535997
Carver,Minnesota,0.454318217
Cass,Minnesota,88.18015719
Chippewa,Minnesota,0.063392022
Chisago,Minnesota,1.62704443
Crow Wing,Minnesota,30.851133
Dakota,Minnesota,0.221873454
Fillmore,Minnesota,7.642078144
Goodhue,Minnesota,15.63919792
Hennepin,Minnesota,0.931377843
Marshall,Minnesota,0.993151779
Meeker,Minnesota,0.105653829
Mille Lacs,Minnesota,6.043426019
Morrison,Minnesota,4.552003081
Nicollet,Minnesota,0.72900687
Norman,Minnesota,0.348660254
Olmsted,Minnesota,2.535735995
Pine,Minnesota,51.79803791
Polk,Minnesota,10.01352469
Ramsey,Minnesota,0.147915636
Redwood,Minnesota,0.13734984
Renville,Minnesota,0.116219625
Rice,Minnesota,0.327531417
Roseau,Minnesota,10.06148839
St. Louis,Minnesota,216.2639064
Scott,Minnesota,0.866364979
Sherburne,Minnesota,0.24300229
Sibley,Minnesota,0.095088032
Stearns,Minnesota,0.697320507
Keith,Nebraska,0
Keya Paha,Nebraska,0.179615782
Washington,Minnesota,8.133843881
Scotts Bluff,Nebraska,0
Seward,Nebraska,0.031696011
Sheridan,Nebraska,0
Amite,Mississippi,87.79975544
Attala,Mississippi,38.60526427
Somerset,New Jersey,0.72900687
Sussex,New Jersey,0.021130214
Union,New Jersey,0
Bolivar,Mississippi,25.98309325
McKinley,New Mexico,0
Mora,New Mexico,0.13734984
Brunswick,North Carolina,78.63841336
Buncombe,North Carolina,21.09024469
Burke,North Carolina,36.06649609
Cabarrus,North Carolina,11.04570899
Caldwell,North Carolina,21.8000523
Camden,North Carolina,25.04724983
Carteret,North Carolina,19.89942183
Jefferson,Mississippi,34.75162918
Jefferson Davis,Mississippi,22.3169025
Pamlico,North Carolina,42.62842623
Pasquotank,North Carolina,15.93276883
Lafayette,Mississippi,20.96895718
Holmes,Ohio,25.96655405
Huron,Ohio,0.908622652
Portage,Ohio,8.071132723
Haskell,Oklahoma,1.036222629
Hughes,Oklahoma,0.546152161
Jackson,Oklahoma,0
Jefferson,Oklahoma,0
Lee,Mississippi,6.717123026
Leflore,Mississippi,6.322249473
Kingfisher,Oklahoma,0
Kiowa,Oklahoma,0
Wheeler,Oregon,3.444289733
Yamhill,Oregon,56.09409677
Adams,Pennsylvania,35.80876012
Allegheny,Pennsylvania,3.782378677
Armstrong,Pennsylvania,17.3923538
Beaver,Pennsylvania,0.760707016
Bedford,Pennsylvania,32.12740843
Berks,Pennsylvania,10.75227591
Blair,Pennsylvania,9.273119548
Bradford,Pennsylvania,27.80654076
Bucks,Pennsylvania,1.119924796
Pike,Pennsylvania,6.138526455
Union,South Carolina,77.2753071
Williamsburg,South Carolina,85.66619782
York,South Carolina,46.4407133
Custer,South Dakota,13.38559322
Sunflower,Mississippi,0.791580201
Tallahatchie,Mississippi,6.336859105
Tate,Mississippi,8.440094853
Hamilton,Tennessee,18.48945449
Hancock,Tennessee,5.464691621
Hardeman,Tennessee,46.80319758
Hardin,Tennessee,73.37205439
Hawkins,Tennessee,13.45864138
Haywood,Tennessee,4.217221979
Henderson,Tennessee,26.56058721
Henry,Tennessee,19.69543829
Hickman,Tennessee,44.13349401
Tishomingo,Mississippi,43.53532605
Tunica,Mississippi,1.687274706
Anderson,Texas,53.58702874
Jeff Davis,Texas,0
Jefferson,Texas,1.188204153
Warren,Mississippi,41.27083304
Washington,Mississippi,14.57241911
Val Verde,Texas,0
Van Zandt,Texas,1.353995915
Victoria,Texas,0
Walker,Texas,17.54671972
Waller,Texas,0.191000269
Rich,Utah,0
Salt Lake,Utah,0.021130214
San Juan,Utah,1.859558106
Sanpete,Utah,0.116219625
Sevier,Utah,0.644491525
Summit,Utah,1.267840432
Tooele,Utah,0
Uintah,Utah,0.338088944
Utah,Utah,0.433175598
Wasatch,Utah,1.722144866
Washington,Utah,0.591662544
Wayne,Utah,0
Weber,Utah,0
Chariton,Missouri,3.750678531
Christian,Missouri,6.846404489
Clark,Missouri,7.036605363
Clay,Missouri,0.116219625
Clinton,Missouri,0.147915636
Cole,Missouri,5.519133176
Greene,Missouri,4.587011068
Bristol,Virginia,0
Henry,Missouri,20.80769992
Holt,Missouri,3.862042521
Howell,Missouri,29.27439533
Laclede,Missouri,2.461723046
Lafayette,Missouri,0.528276035
Lawrence,Missouri,5.483436055
Lincoln,Missouri,4.521956856
Linn,Missouri,0.97200916
Livingston,Missouri,1.954658543
Maries,Missouri,5.060859332
Marion,Missouri,0.940322797
Miller,Missouri,9.712097652
Mississippi,Missouri,0.021130214
Montgomery,Missouri,3.623877949
Morgan,Missouri,14.01422089
New Madrid,Missouri,0.792407161
Putnam,Missouri,6.361254435
Ralls,Missouri,3.919791917
Ray,Missouri,0.707878034
St. Charles,Missouri,1.067109597
St. Clair,Missouri,1.447456213
Ste. Genevieve,Missouri,5.22983489
Taney,Missouri,8.299511598
Texas,Missouri,36.96236977
Vernon,Missouri,11.58254407
Warren,Missouri,16.42343196
Washington,Missouri,23.25136766
Webster,Missouri,6.061205665
Boone,Nebraska,0.116219625
Box Butte,Nebraska,0
Boyd,Nebraska,0
Brown,Nebraska,0.063392022
Buffalo,Nebraska,0.338088944
Burt,Nebraska,0.031696011
Butler,Nebraska,0.021130214
Cass,Nebraska,0
Cedar,Nebraska,0.676191671
Chase,Nebraska,0
Cherry,Nebraska,0.052827604
Cheyenne,Nebraska,0
Clay,Nebraska,0
Colfax,Nebraska,0.390917926
Cuming,Nebraska,0.084523614
Dawes,Nebraska,0.01056539
Dawson,Nebraska,0
Fillmore,Nebraska,0
Franklin,Nebraska,0.327531417
Frontier,Nebraska,0
Furnas,Nebraska,0
Gage,Nebraska,0.063392022
Garden,Nebraska,0
Gosper,Nebraska,0
Hamilton,Nebraska,0
Harlan,Nebraska,0
Holt,Nebraska,4.608098556
Knox,Nebraska,0.116219625
Lancaster,Nebraska,0.464875744
Lincoln,Nebraska,0.031696011
Madison,Nebraska,0.422618072
Merrick,Nebraska,0.190173308
Morrill,Nebraska,0
Nance,Nebraska,0.126784043
Nemaha,Nebraska,0.031696011
Nuckolls,Nebraska,0
Otoe,Nebraska,0.021130214
Pawnee,Nebraska,0.01056539
Perkins,Nebraska,0
Phelps,Nebraska,0
Pierce,Nebraska,0.338088944
Platte,Nebraska,0.200744618
Polk,Nebraska,0.190173308
Sioux,Nebraska,0
Stanton,Nebraska,0.147915636
Thayer,Nebraska,0
Thurston,Nebraska,0.021130214
Hampton,Virginia,0
Washington,Nebraska,0.01056539
Wayne,Nebraska,0.591662544
Webster,Nebraska,0.327531417
Pitt,North Carolina,71.1613138
Polk,North Carolina,39.60588626
Randolph,North Carolina,84.81856349
Richmond,North Carolina,45.76949718
Robeson,North Carolina,58.02091432
Rowan,North Carolina,46.41314796
Rutherford,North Carolina,97.98239352
Sampson,North Carolina,57.32764592
Scotland,North Carolina,17.1484005
Burleigh,North Dakota,0.021130214
Cass,North Dakota,0
Dunn,North Dakota,0
Emmons,North Dakota,0
Grand Forks,North Dakota,0
Grant,North Dakota,0
Kidder,North Dakota,0
LaMoure,North Dakota,0
McKenzie,North Dakota,0
McLean,North Dakota,0
Oliver,North Dakota,0
Pembina,North Dakota,6.960525013
Ramsey,North Dakota,0
Richland,North Dakota,0.13734984
Sioux,North Dakota,0
Stark,North Dakota,0
Stutsman,North Dakota,0
Traill,North Dakota,0.316960108
Walsh,North Dakota,0
Ward,North Dakota,0
Williams,North Dakota,0
Adams,Ohio,6.941504926
Allen,Ohio,1.415756068
Ashland,Ohio,5.7013401
Ashtabula,Ohio,8.10696767
Columbiana,Ohio,1.014280615
Coshocton,Ohio,30.41973537
Crawford,Ohio,0.950880324
Cuyahoga,Ohio,21.23909755
Defiance,Ohio,0.559962398
Franklin,Ohio,0.031696011
Gallia,Ohio,14.83153334
Geauga,Ohio,10.49219689
Greene,Ohio,5.705337074
Guernsey,Ohio,17.07535234
Hamilton,Ohio,0.13734984
Hancock,Ohio,0.36978909
Hardin,Ohio,0.126784043
Harrison,Ohio,10.50749565
